NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
50200,5200,County of Warren,WCTS,Warren County Transit Service,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,"406 Justice Dr., ",County Admin Building,,Lebanon,OH,45036,,5,http://www.co.warren.oh.us/transit/,7188,, 72 ,"118,747",30,"Cincinnati, OH-KY-IN",," 1,624,827 ","2,063",788,,13,13,,,Tier II,,,  
50201,5201,Hancock Area Rural Transit ,HART,Hancock Area Rural Transit ,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2021,4/30/2022,1870 Fields Blvd.,,,Greenfield ,IN,46140,,5,http://hcssi.org/,1189,, 304 ,"78,168",33,"Indianapolis, IN",," 1,487,483 ","2,108",706,11,,11,,,Tier II,,,  
50202,5202,City of West Bend,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,1115 S Main St,,,West Bend,WI,53095,4605,5,http://www.ci.west-bend.wi.us/,7173,CEKMBGU6HWN9, 15 ,"31,380",405,"West Bend, WI",," 68,444 ","1,778",38,,12,12,,,Tier II,,,  
50204,5204,Jackson County Mass Transit District,JCMTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,602 E College St,,,Carbondale,IL,62901,3309,5,www.jcmtd.com,7208,M7HGLXK1JMN6, 584 ,"59,677",408,"Carbondale, IL",," 67,821 ","1,393",49,15,,15,,,Tier II,,,  
50205,5205,City of Mankato ,MTS,Mankato Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,10 Civic Center Plz,,3368,Mankato,MN,56001,7794,5,https://www.mankatomn.gov/your-government/departments/mass-transit,2122,S814RGZQHCB1, 32 ,"59,793",456,"Mankato, MN",," 57,584 ","2,183",26,19,,19,,,Tier II,,,  
50207,5207,City of Midland,Midland DART,City of Midland Dial-A-Ride,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,4811 N Saginaw Rd,,,Midland,MI,48640,2321,5,www.cityofmidlandmi.gov/DART,7243,LGLFA8TL1XM7, 36 ,"42,075",450,"Midland, MI",," 59,014 ","1,315",45,12,,12,,,Tier II,,,  
50208,5208,Midland County Board of Commissioners,,County Connection of Midland,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,884 E. Isabella Road,,,Midland,MI,48640,8326,5,http://countyconnectionofmidland.org/,5208,, 516 ,"83,494",450,"Midland, MI",," 59,014 ","1,315",45,23,,23,,,Tier II,,,  
50209,5209,Central Indiana Regional Transportation Authority ,CIRTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,320 N Meridian St Ste 920,Suite 920,,Indianapolis,IN,46204,1727,5,http://www.cirta.us/,7107,C6VRETBHZFH5, 368 ,"864,447",33,"Indianapolis, IN",," 1,487,483 ","2,108",706,,29,29,,,Tier II,,,  
50210,5210,City of Hartford,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,109 N Main St,,,Hartford,WI,53027,1521,5,http://www.ci.hartford.wi.us/,7217,M35EEMJWPGZ4, 8 ,"16,076",405,"West Bend, WI",," 68,444 ","1,778",38,2,,2,,,Tier II,,,  
50211,5211,Rides Mass Transit District,RMTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,1304 Frank Leberman Dr,,,Harrisburg,IL,62946,,5,http://www.ridesmtd.com/,5829,KABKJU9LV945," 7,379 ","306,981",408,"Carbondale, IL",," 67,821 ","1,393",49,107,,107,,,Tier I (Fixed Route VOMS),,,  
50212,5212,Stateline Mass Transit District,SMTD,,Separate Service,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,110 E Main St,,,Rockton,IL,61072,2520,5,http://www.smtd.biz/,6754,E6WLLDEWNTT4, 51 ,"42,803",432,"Beloit, WI-IL",," 63,835 ","1,858",34,,,,,,N/A,,,  
50213,5213,M-1 Rail,,QLINE Detroit,Full Reporter,Urban,Private-Non-Profit Corporation,,,,9/30/2021,1/31/2022,7520 Woodward Ave,,,Detroit,MI,48202,,5,https://qlinedetroit.com/,1207,JSFLAKLXEET3, 6 ,"21,738",11,"Detroit, MI",," 3,734,090 ","2,793","1,337",4,0,4,,,Tier I (Rail),,,  
50215,5215,Voluntary Action Center,VAC,,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,6/30/2021,10/31/2021,1606 Bethany Rd,,,Sycamore,IL,60178,3120,5,https://vacdk.com/transportation/,1177,XMZHCKHA3E44, 608 ,"65,653",404,"DeKalb, IL",," 68,545 ","2,658",26,29,,29,,,Tier II,,,  
50243,5R03-016,City of Buchanan,,Buchanan Dial-A-Ride,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,302 N Red Bud Trl,,,Buchanan,MI,49107,1311,5,https://www.cityofbuchanan.com/cityserv/dial-a-ride,1207,JMNRKJ2BYRX6, 528 ,"83,629",136,"South Bend, IN-MI",," 278,165 ","1,727",161,,2,2,,,Tier II,,,  
50256,5R02-036,Access Johnson County ,,ACCESS Johnson County ,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2021,4/30/2022,3500 N Morton St,,216,Franklin,IN,46131,9841,5,https://www.gatewayarc.com/access-johnson-county.html,1189,XT8FFZVNL923," 1,046 ","199,332",33,"Indianapolis, IN",," 1,487,483 ","2,108",706,29,,29,,,Tier II,,,  
50342,5R02-008,LINK Hendricks County,LINK,Hendricks and Morgan County Connect,Full Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2021,4/30/2022,1001 Sycamore Ln,,369,Danville,IN,46122,1474,5,https://www.hcseniors.org/transportation,1189,ZGS2Z65HHND9, 818 ,"233,398",33,"Indianapolis, IN",," 1,487,483 ","2,108",706,23,,23,,,Tier II,,,  
50351,5R02-033,Hamilton County Express Public Transit,HCE,Hamilton County Express ,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2021,4/30/2022,1 Hamilton County Square,,,Noblesville,IN,46060,2228,5,http://www.janus-inc.org/programs-services/hamilton-county-express,1189,DWYHBPBZLS94, 402 ,"338,011",33,"Indianapolis, IN",," 1,487,483 ","2,108",706,18,,18,,,Tier II,,,  
50515,5218,University of Minnesota Transit,,,Full Reporter,Urban,University,,,,6/30/2021,10/31/2021,200 Oak St Se # 224,,,Minneapolis,MN,55455,2009,5,www.umn.edu/pts,1305,KABJZBBJ4B54, 5 ,"65,425",16,"Minneapolis-St. Paul, MN-WI",," 2,650,890 ","2,594","1,022",3,24,27,,,Tier II,,,  
50516,5219,City of Plymouth,Plymouth Metrolink,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,3400 Plymouth Blvd,,,Plymouth,MN,55447,1448,5,https://www.plymouthmn.gov/departments/administrative-services-/transit,1305,W83NGE1ZD867, 35 ,"81,026",16,"Minneapolis-St. Paul, MN-WI",," 2,650,890 ","2,594","1,022",,31,31,,,Tier II,,,  
50517,5220,City of Maple Grove,,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,12800 Arbor Lakes Pkwy,,,Osseo,MN,55369,7064,5,www.maplegrovetransit.org,1305,NPR9N3B4FQJ4, 36 ,"75,355",16,"Minneapolis-St. Paul, MN-WI",," 2,650,890 ","2,594","1,022",,9,9,,,Tier II,,,  
50518,5221,SouthWest Transit,SWT,SouthWest Transit,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,14405 W 62Nd St,,,Eden Prairie,MN,55346,1709,5,www.swtransit.org,1305,FJXEAKJ22LN3, 81 ,"118,588",16,"Minneapolis-St. Paul, MN-WI",," 2,650,890 ","2,594","1,022",,34,34,,,Tier II,,,  
50519,5222,Minnesota Valley Transit Authority,MVTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,100 E Hwy 13,,,Burnsville,MN,55337,2866,5,www.mvta.com,7286,PL4BC85MFJE3, 139 ,"318,976",16,"Minneapolis-St. Paul, MN-WI",," 2,650,890 ","2,594","1,022",,95,95,,,Tier II,,,  
50521,,Chicago Water Taxi (Wendella),CWT,,Full Reporter,Urban,Private-For-Profit Corporation,,,,12/31/2021,4/30/2022,400 N Michigan Avenue,Suite 100,,Chicago,IL,60611,,5,www.chicagowatertaxi.com,1892,, 89 ,"69,764",3,"Chicago, IL-IN",," 8,608,208 ","3,524","2,443",2,,2,,,Tier II,,,  
50522,,Lake Erie Transportation Commission,LET,Lake Erie Transit,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,1105 West 7Th Street,,,Monroe,MI,48161,,5,www.lakeerietransit.com,1209,, 153 ,"91,876",490,"Monroe, MI",," 51,240 ","1,596",32,20,,20,,,Tier II,,,  
50523,,Sault Ste. Marie Tribe of Chippewa Indians,SSMTCI,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,523 Ashmun St,,,Sault Sainte Marie,MI,49783,1907,5,saulttribe.net,6923,PMNWBLLRNMM3,,,0,Michigan Non-UZA,"Sault Ste. Marie Reservation and Off-Reservation Trust Land, MI", -   ,0,0,3,,3,,,Tier II,,,  
50524,,YWCA Madison Inc.,YWCA,,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,12/31/2021,4/30/2022,101 E Mifflin St Ste 100,Suite 100,,Madison,WI,53703,2824,5,https://www.ywcamadison.org/,1910,T5DBX42DJHU3, 101 ,"259,680",92,"Madison, WI",," 401,661 ","2,660",151,7,,7,,,Tier II,,,  
55222,5T01,Grand Portage Reservation Tribal Council,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,83 Stevens Rd,,428,Grand Portage,MN,55605,3080,5,http://www.grandportage.com/,6699,SJ9XVULLH753,,,0,Minnesota Non-UZA,"Grand Portage Reservation and Off-Reservation Trust Land, MN", -   ,0,0,14,,14,,,Tier II,,,  
55228,5T03,Menominee Indian Tribe of Wisconsin,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,W 2908 Tribal Office Loop Rd,,910,Keshena,WI,54135,,5,http://www.menominee-nsn.gov/,6694,WDMNXB95EXA6, -   ,0,0,Wisconsin Non-UZA,"Menominee Reservation and Off-Reservation Trust Land, WI", -   ,0,0,28,,28,,,Tier II,,,  
55234,5T04,Red Lake Band of the Chippewa,RLT,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,24200 Council St,,95,Redlake,MN,56671,95,5,http://www.redlakenation.org/,6692,JFP3SNA2BU35,,,0,Minnesota Non-UZA,"Red Lake Reservation, MN", -   ,0,0,5,,5,,,Tier II,,,  
55240,5T02,Lac Courte Oreilles Band of Ojibwe,LCO,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,13394 W Trepania Rd Bld 1,Bldg 1,,Hayward,WI,54843,2186,5,,6818,XPJZNYCBRLR6, -   ,0,0,Wisconsin Non-UZA,"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, WI", -   ,0,0,2,,2,,,Tier II,,,  
55246,5T05,Fond du Lac Reservation,FDL,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,1785 Highway 210,,,Carlton,MN,55718,8161,5,http://www.fdlrez.com/,6935,J37EL8RWMHK6,,,0,Minnesota Non-UZA,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI", -   ,0,0,6,,6,,,Tier II,,,  
55252,5T06,Bois Forte Reservation Tribal Council,BFRTC,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,5344 Lakeshore Dr.,,,Nett Lake,MN,55772,1200,5,http://www.boisforte.com/,7009,KGPSFNL8BZL7,,,0,Minnesota Non-UZA,"Bois Forte Reservation and Off-Reservation Trust Land, MN", -   ,0,0,10,,10,,,Tier II,,,  
55258,5T08,Leech Lake Band of Ojibwe,,,Reduced Reporter,Tribe,Tribe,,,,6/30/2021,10/31/2021,190 Sailstar Dr Nw,,,Cass Lake,MN,56633,,5,https://www.llojibwe.org,6688,EBFFR37CPL55, -   ,0,0,Minnesota Non-UZA,"Leech Lake Reservation and Off-Reservation Trust Land, MN", -   ,0,0,0,,0,,,Tier II,,,  
55270,5T10,White Earth Band of Chippewa,WEPT,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,35500 Eagle View Rd,,,Ogema,MN,56569,9658,5,http://www.whiteearth.com/,6499,GR1MGDM3ZSV7,,,0,Minnesota Non-UZA,"White Earth Reservation and Off-Reservation Trust Land, MN", -   ,0,0,10,,10,,,Tier II,,,  
55276,5T11,Oneida Tribe of Indians of Wisconsin,,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,909 Packerland Dr,,365,Green Bay,WI,54303,4827,5,https://oneida-nsn.gov/resources/oneida-public-transit/,7311,HZ8CHGL3B3S6,,,0,Wisconsin Non-UZA,"Oneida (WI) Reservation and Off-Reservation Trust Land, WI", -   ,0,0,9,,9,,,Tier II,,,  
55282,5T12,Bad River Band of Lake Superior Tribe of Chippewa,BRT,Bad River Transit,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,72682 Maple St,,126,Odanah,WI,54861,126,5,http://www.badriver-nsn.gov/,7230,Y25QVLBJCLB6, -   ,0,0,Wisconsin Non-UZA,"Bad River Reservation, WI", -   ,0,0,2,,2,,,Tier II,,,  
55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,418 Little Pine Rd,,,Lac Du Flambeau,WI,54538,,5,https://www.ldftribe.com/,6741,Q425K7BJUDG6, -   ,0,0,Wisconsin Non-UZA,"Lac du Flambeau Reservation, WI", -   ,0,0,6,,6,,,Tier II,,,  
55308,5217,City of Stoughton,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,207 S Forrest St,,,Stoughton,WI,53589,1718,5,https://www.ci.stoughton.wi.us/index.asp?SEC=9863741F-A659-4B98-A8C3-55BDDC345992,1245,MB8JZ37DLS45, 64 ,"12,834",92,"Madison, WI",," 401,661 ","2,660",151,,8,8,,,Tier II,,,  
55311,,City of Cincinnati,,Cincinnati Bell Connector,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,801 Plum St,,,Cincinnati,OH,45202,1927,5,http://www.cincinnati-oh.gov/streetcar,1236,MALYJ97YANE5, 3 ,"21,692",30,"Cincinnati, OH-KY-IN",," 1,624,827 ","2,063",788,,4,4,,,Tier I (Rail),,,  
55312,,City of Milwaukee,,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,200 E Wells Street,,,Milwaukee,WI,53202,3515,5,https://thehopmke.com/,7093,JYGKV746MNG2, 1 ,"12,954",35,"Milwaukee, WI",," 1,376,476 ","2,523",546,,3,3,,,Tier I (Rail),,,  
5R01,5R01,Illinois Department of Transportation,OIPI,Office of Intermodal Project Implementation,State Reporter,Rural,,,,,6/30/2021,10/31/2021,2300 S Dirksen Pkwy,69 West Washington,,Springfield,IL,62764,1,5,http://www.dot.il.gov/,1177,CHQWQ676QGB3,,,,,,,,,,,,,,Tier II,102,93," $846,959 "
5R01-50219,5R01-061,City of  Ottawa,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,301 W Madison St,,,Ottawa,IL,61350,2820,5,http://www.cityofottawa.org,,TXPYTA3X9BL5,,,,,,,,,17,,17,,,Tier II,,,  
5R01-50221,5R01-001,Bond County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,200 W College Ave,,,Greenville,IL,62246,1088,5,http://www.bondseniors.org,,PENNFWC1NSH5,,,,,,,,,14,,14,,,Tier II,,,  
5R01-50223,5R01-059,CRIS Rural Mass Transit District,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,615 E Voorhees St,,,Danville,IL,61832,2150,5,http://www.ruraltransits.org,,LRKQU5V8HF53,,,,,,,,,19,,19,,,Tier II,,,  
5R01-50232,5R01-014,City of Macomb,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,232 E Jackson St,,,Macomb,IL,61455,2202,5,http://www.837ride.com,,DAF5SWFYEVM6,,,,,,,,,28,,28,,,Tier II,,,  
5R01-50234,5R01-057,Carroll County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,301 N Main St Ste 210,,,Mount Carroll,IL,61053,1044,5,www.carroll-county.net,,X86HD5LNKHV4,,,,,,,,,14,,14,,,Tier II,,,  
5R01-50237,5R01-052,Rock Island County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1504 3Rd Ave,,,Rock Island,IL,61201,8612,5,http://www.ridetherim.org/index.html,,GK6FBT2G4NK8,,,,,,,,,9,,9,,,Tier II,,,  
5R01-50250,5R01-013,Lee County,LOTS,Lee-Ogle Transportation System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,112 E 2Nd St,,,Dixon,IL,61021,3065,5,http://www.lotsil.org,,RDK2NTHJHNM9,,,,,,,,,26,,26,,,Tier II,,,  
5R01-50252,5R01-045,Macoupin County,MCPT,Macoupin County Public Transportation,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,805 N Broad St,,,Carlinville,IL,62626,1075,5,http://www.mcphd.net,,E6GNFKXLYG39,,,,,,,,,25,,25,,,Tier II,,,  
5R01-50253,5R01-009,Grundy County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1320 Union St,,,Morris,IL,60450,2426,5,http://www.grundyco.org,,KPJ9JJGR3K26,,,,,,,,,8,,8,,,Tier II,,,  
5R01-50258,5R01-018,City of Quincy,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,730 Maine St Lbby 1,,,Quincy,IL,62301,4053,5,http://www.quincyil.gov,,JEFWHW4MYM55,,,,,,,,,16,,16,,,Tier II,,,  
5R01-50263,5R01-003,Bureau County,BPART,Bureau Putnam Area Rural Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,526 Bureau Valley Pkwy,,,Princeton,IL,61356,2046,5,http://www.ridebpart.org/,,N7MCS3USFWF7,,,,,,,,,25,,25,,,Tier II,,,  
5R01-50269,5R01-032,Champaign County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1776 E Washington St Ofc,,,Urbana,IL,61802,4581,5,http://www.co.champaign.il.us,,C4KVFF5UJVD3,,,,,,,,,8,,8,,,Tier II,,,  
5R01-50283,5R01-037,Warren County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,100 W Broadway Fl 2,,,Monmouth,IL,61462,1748,5,http://www.warrencountyil.com,,YJJJEGE94BR5,,,,,,,,,9,,9,,,Tier II,,,  
5R01-50301,5R01-033,Henry County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,307 W Center St,,,Cambridge,IL,61238,1240,5,http://www.abilitiesplus.org,,ZNC8KCJKDVY7,,,,,,,,,15,,15,,,Tier II,,,  
5R01-50304,5R01-031,Fulton County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,100 N Main St Rm 200,100 North Main Street,226,Lewistown,IL,61542,1473,5,http://www.fultonco.org,,WBZ4F5PFSZN4,,,,,,,,,6,,6,,,Tier II,,,  
5R01-50315,5R01-035,Shawnee Mass Transit District,SMART,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,100 Smart Dr,Drawer N,,Vienna,IL,62995,1844,5,http://www.shawneemtd.com,,UWHLB67MJDN1,,,,,,,,,46,,46,,,Tier II,,,  
5R01-50327,5R01-040,South Central Illinois Mass Transit District,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1616 E Mccord St,,,Centralia,IL,62801,3706,5,http://www.southcentraltransit.org,,PMNZH6E9WKF1,,,,,,,,,104,,104,,,Tier II,,,  
5R01-50328,5R01-012,Kankakee County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,189 E Court St,STE 502,,Kankakee,IL,60901,3841,5,http://www.co.kankakee.il.us,,F826K1ERFBG6,,,,,,,,,10,,10,,,Tier II,,,  
5R01-50329,5R01-041,Woodford County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,115 N Main St Ste 202,Woodford County Courthouse,,Eureka,IL,61530,1287,5,http://www.woodford-county.org,,HJTRASVANTM5,,,,,,,,,8,,8,,,Tier II,,,  
5R01-50338,5R01-034,McLean County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,Government Ctr 115 E Washington Rm 101,,2400,Bloomington,IL,61701,4089,5,www.mcleancountyil.gov,,K8DHG6V8R226,,,,,,,,,27,,27,,,Tier II,,,  
5R01-50339,5R01-046,Monroe Randolph Transit District,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,128 W Main St Ste E,,,Sparta,IL,62286,2072,5,http://mrtransit.org,,VCBLDNDZWNL4,,,,,,,,,8,,8,,,Tier II,,,  
5R01-50345,5R01-062,Effingham County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,101 N 4Th St Rm 301,,,Effingham,IL,62401,3482,5,https://www.cefseoc.org/transportation-services,,KPS3Q7GLSZ99,,,,,,,,,13,,13,,,Tier II,,,  
5R01-50352,5R01-049,Kendall County,KAT,Kendall Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,111 W Fox St Rm 210,,,Yorkville,IL,60560,1621,5,www.kendallareatransit.com,,ES1SZWNDT9N5,,,,,,,,,9,,9,,,Tier II,,,  
5R01-50364,5R01-011,Jo Daviess County,,Jo Daviess County Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,330 N Bench St,,,Galena,IL,61036,1808,5,www.theworkshopgalena.org,,MDEKY69LKGC3,,,,,,,,,10,,10,,,Tier II,,,  
5R01-50385,5R01-047,Hancock County,HCPT (Hancock County Public Transportation),,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,500 Main St Courthouse Sq,,39,Carthage,IL,62321,,5,http://www.hancockcountyhealth.info/rides/,,N2KQN5N98PQ8,,,,,,,,,5,,5,,,Tier II,,,  
5R01-50411,5R01-060,Logan County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,601 Broadway Ste #16,,39,Lincoln,IL,62656,2732,5,http://www.logancountyil.gov,,YCDGDAPBRN27,,,,,,,,,7,,7,,,Tier II,,,  
5R01-50412,5R01-007,City of Freeport,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,314 W Stephenson St,,,Freeport,IL,61032,4327,5,www.pretzelcitytransit.com,,J1VNMDELLFK5,,,,,,,,,14,,14,,,Tier II,,,  
5R01-50414,5R01-028,West Central Mass Transit District,WCMTD,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1120 W Walnut St,,,Jacksonville,IL,62650,1131,5,www.wcmtd.org,,UMEJLQP8SJ85,,,,,,,,,32,,32,,,Tier II,,,  
5R01-50420,5R01-024,Tazewell County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,11 S 4Th St,,,Pekin,IL,61554,4253,5,http://www.tazewell.com,,C121C5LKZU91,,,,,,,,,18,,18,,,Tier II,,,  
5R01-50425,5R01-017,Piatt County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,101 W Washington St Ste 214,,,Monticello,IL,61856,1682,5,http://www.piattcounty.org,,UWZ6QJPUMJC3,,,,,,,,,15,,15,,,Tier II,,,  
5R01-50447,5R01-004,Coles County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,651 Jackson Ave Rm 326,,,Charleston,IL,61920,2074,5,www.co.coles.il.us,,GD1MJKLZQLK9,,,,,,,,,17,,17,,,Tier II,,,  
5R01-50458,5R01-050,Whiteside County,WCSC (Whiteside County Senior Center),,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,200 E. Knox St,,,Morrison,IL,61270,2809,5,https://www.ridewcpt.net/,,NK9XKNKEKMR9,,,,,,,,,11,,11,,,Tier II,,,  
5R01-50496,5R01-021,Shelby County ,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R01,Illinois Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,315 1/2 E Main St,,230,Shelbyville,IL,62565,,5,http://www.cefseoc.org,,NYEYTR5V94K1,,,,,,,,,26,,26,,,Tier II,,,  
