Confirmed Data,Member ID,Transit Agency Name,City,State,Country,New 2020 Data,Last Data Submission,fleetid,Mode Code,Mode Name,Year Built,Status,Manufacturer Code,Manufacturer Name,Model,Vehicle Type,Vehicle Type Name,Wheelchair Accessible,Vehicle Floor Height,On-vehicle Accessibility Equipment,Platform Height,Platform Accessibility Equipment,"Seats, Number of",Length in Feet,Width in Inches,Power Type Code,Power Type Name,Engine Manufacturer Code,Engine Manufacturer Name,Amount Paid per Vehicle,"Total Vehicles, Number of","Active Vehicles,  Number of","Rehabilitated Vehicles, Number of","Vehicles to be Rehabilitated, Number of",CanadianIndex
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2877,MB,Bus,1998.00,A,NEO,Neoplan USA Corporation,AN-460-A,Busa,"Bus, articulated (>=55')",Yes,High,Lift,None,None,65.00,60.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$368,326.00",64.00,62.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2890,MB,Bus,1998.00,A,NFA,New Flyer of America,C40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,CN,Compressed natural gas,DD,Detroit Diesel,"$246,441.00",5.00,0.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2893,MB,Bus,1998.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$246,441.00",92.00,92.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2886,MB,Bus,1997.00,A,NFA,New Flyer of America,D30LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,25.00,30.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$228,037.00",60.00,60.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2875,MB,Bus,1997.00,A,NEO,Neoplan USA Corporation,AN-460-A,Busa,"Bus, articulated (>=55')",Yes,High,Lift,None,None,63.00,60.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$393,483.00",57.00,57.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2891,MB,Bus,1997.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$246,441.00",25.00,25.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2892,MB,Bus,1996.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$246,441.00",29.00,29.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2879,MB,Bus,1994.00,A,NEO,Neoplan USA Corporation,AN-345/3,Busi,"Bus, intercity (>=32'6"", 1 door, luggage bays)",Yes,High,Lift,None,None,49.00,45.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,,40.00,40.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2889,MB,Bus,1994.00,A,AII,American Ikarus,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,39.00,40.00,102.00,DF,Diesel fuel,CP,Caterpillar,,24.00,23.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2896,MB,Bus,1994.00,A,AII,American Ikarus,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,40.00,40.00,102.00,DF,Diesel fuel,CP,Caterpillar,,6.00,4.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2898,MB,Bus,1994.00,A,AII,American Ikarus,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,40.00,40.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,,35.00,28.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2897,MB,Bus,1993.00,A,AII,American Ikarus,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,40.00,40.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,,24.00,18.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2878,MB,Bus,1993.00,A,NEO,Neoplan USA Corporation,AN-345/3,Busi,"Bus, intercity (>=32'6"", 1 door, luggage bays)",Yes,High,Lift,None,None,49.00,45.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,,21.00,21.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2888,MB,Bus,1992.00,A,AII,American Ikarus,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,39.00,40.00,102.00,DF,Diesel fuel,CP,Caterpillar,,29.00,0.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2874,MB,Bus,1992.00,A,NEO,Neoplan USA Corporation,AN-460-A,Busa,"Bus, articulated (>=55')",Yes,High,Lift,None,None,63.00,60.00,102.00,DF,Diesel fuel,DD,Detroit Diesel,"$393,843.00",54.00,53.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2900,MB,Bus,1991.00,A,IKU,Ikarus USA,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,42.00,40.00,102.00,DF,Diesel fuel,CP,Caterpillar,,71.00,7.00,0.00,0.00,
,240,Metropolitan Transit Authority of Harris County,Houston,TX,U.S.,No,,2899,MB,Bus,1990.00,A,IKU,Ikarus USA,416.04,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,42.00,40.00,102.00,DF,Diesel fuel,CP,Caterpillar,,12.00,0.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,16243,DR,Demand Response,2018.00,A,CMC,Champion Bus,E-450,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,18.00,27.00,96.00,GA,Gasoline,FO,Ford,"$96,327.00",8.00,8.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,16251,DR,Demand Response,2018.00,A,TBM,Transit Bus Manufacturers,TRANSIT WORKS TRANSIT 350,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,8.00,20.00,81.00,DF,Diesel fuel,FO,Ford,"$56,396.00",2.00,2.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,16244,DR,Demand Response,2015.00,A,AMS,Arboc Mobility: Spirit of Mobility,CHEVY 4500 ,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,18.00,27.00,96.00,DF,Diesel fuel,CV,Chevrolet,"$148,933.00",2.00,2.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,2901,DR,Demand Response,2011.00,A,FRD,Ford Motor Corporation,E-450,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,18.00,27.00,96.00,GA,Gasoline,FO,Ford,"$98,371.00",2.00,1.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,16246,MB,Bus,2018.00,A,STR,Starcraft Automotive Group,F550,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,24.00,32.00,96.00,DF,Diesel fuel,FO,Ford,"$108,425.00",2.00,2.00,0.00,0.00,
,242,Port Arthur Transit,Port Arthur,TX,U.S.,No,2019,12493,MB,Bus,2008.00,A,OBI,Orion Bus Industries,VII,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,32.00,35.00,123.00,DF,Diesel fuel,CU,Cummins,,10.00,7.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,15857,DR,Demand Response,2020.00,P,EDN,ElDorado-National,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,Low,Lift,16.00,26.00,96.00,CN,Compressed natural gas,FO,Ford,"$236,464.00",34.00,0.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,13494,DR,Demand Response,2014.00,A,AMS,Arboc Mobility: Spirit of Mobility,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,High,Ramp,18.00,26.00,96.00,CN,Compressed natural gas,CH,Chrysler,"$236,464.00",7.00,7.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,12841,DR,Demand Response,2014.00,A,GLV,Glaval Industries,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,Low,Ramp,16.00,26.00,96.00,CN,Compressed natural gas,FO,Ford,"$131,852.00",23.00,23.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,12299,DR,Demand Response,2012.00,A,AMG,AM General Corporation,MV-1,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,Low,Ramp,1.00,17.00,80.00,CN,Compressed natural gas,FO,Ford,"$70,457.00",3.00,3.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,12301,DR,Demand Response,2012.00,A,EDN,ElDorado-National,E450,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,Low,Lift,16.00,26.00,96.00,CN,Compressed natural gas,FO,Ford,"$134,698.00",33.00,33.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,15193,MB,Bus,2019.00,A,NFA,New Flyer of America,XN60,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,High,Ramp,48.00,61.00,102.00,CN,Compressed natural gas,CU,Cummins,"$851,978.00",14.00,14.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,13493,MB,Bus,2018.00,A,NFA,New Flyer of America,XN60,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,High,Ramp,48.00,61.00,102.00,CN,Compressed natural gas,CU,Cummins,"$843,847.00",24.00,24.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,14669,MB,Bus,2017.00,A,NFA,New Flyer of America,XN-35,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,30.00,35.00,102.00,CN,Compressed natural gas,CU,Cummins,"$571,718.00",2.00,2.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,14635,MB,Bus,2016.00,A,AMS,Arboc Mobility: Spirit of Mobility,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,High,Ramp,18.00,26.00,96.00,CN,Compressed natural gas,CH,Chrysler,"$262,896.00",3.00,3.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,12840,MB,Bus,2014.00,A,NFA,New Flyer of America,XN60,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,High,Ramp,48.00,61.00,102.00,CN,Compressed natural gas,CU,Cummins,"$790,081.00",13.00,13.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,13430,MB,Bus,2014.00,A,AMS,Arboc Mobility: Spirit of Mobility,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,High,Ramp,18.00,26.00,96.00,CN,Compressed natural gas,CH,Chrysler,"$236,464.00",3.00,3.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,12839,MB,Bus,2014.00,A,NFA,New Flyer of America,XN40,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,38.00,41.00,102.00,CN,Compressed natural gas,CU,Cummins,"$537,215.00",22.00,22.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,11487,MB,Bus,2010.00,A,NAB,North American Bus Industries (formerly Ikarus USA),35LFW-17,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,29.00,35.00,102.00,CN,Compressed natural gas,CU,Cummins,"$407,048.00",8.00,8.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,2912,MB,Bus,2008.00,A,NAB,North American Bus Industries (formerly Ikarus USA),LFW-40,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$397,172.00",20.00,16.00,1.00,20.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,8103,MB,Bus,2008.00,A,NAB,North American Bus Industries (formerly Ikarus USA),LFW-40,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$397,430.00",40.00,33.00,0.00,0.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,7850,MB,Bus,2007.00,A,NAB,North American Bus Industries (formerly Ikarus USA),LFW-40,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$390,672.00",35.00,34.00,35.00,35.00,
Yes,243,El Paso Mass Transit Department,El Paso,TX,U.S.,Yes,2020,2914,MB,Bus,2004.00,A,NFA,New Flyer of America,C35LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,High,Ramp,30.00,35.00,102.00,CN,Compressed natural gas,CU,Cummins,"$329,985.00",23.00,23.00,23.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,16205,DR,Demand Response,2017.00,A,GLV,Glaval Industries,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,High,Lift,5.00,26.00,96.00,GA,Gasoline,CH,Chrysler,"$103,000.00",15.00,15.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,12853,DR,Demand Response,2013.00,A,GLV,Glaval Industries,TITAN II,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,9.00,26.00,96.00,LN,Liquified natural gas,GM,General Motors,"$80,093.00",27.00,27.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,9741,DR,Demand Response,2013.00,A,GLV,Glaval Industries,TITAN II,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,5.00,26.00,96.00,LP,Propane (liquified petroleum gas),GM,General Motors,"$79,300.00",90.00,90.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,14131,MB,Bus,2021.00,P,NFA,New Flyer of America,UNKNOWN,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,Ramp,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$496,800.00",50.00,0.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,14127,MB,Bus,2020.00,P,UNK,Unknown,UNKNOWN,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$487,143.00",63.00,0.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,14126,MB,Bus,2018.00,A,NOV,NOVA Bus Corporation,LFS40102-NG,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$459,000.00",62.00,62.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,14124,MB,Bus,2017.00,A,NOV,NOVA Bus Corporation,LFS40102-NG,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$459,000.00",270.00,270.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,14123,MB,Bus,2016.00,A,NFA,New Flyer of America,EXCELSIOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,39.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$495,228.00",15.00,15.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,12845,MB,Bus,2013.00,A,NAB,North American Bus Industries (formerly Ikarus USA),60BRT-19,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,None,None,47.00,60.00,102.00,CN,Compressed natural gas,NE,no engine,"$844,501.00",3.00,3.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,6963,MB,Bus,2012.00,A,PRT,Proterra,ECORIDE BE35,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,33.00,35.00,102.00,EB,Electric battery,EM,Electric Motor (no manufacturer),"$1,200,000.00",3.00,3.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,12423,MB,Bus,2012.00,A,NAB,North American Bus Industries (formerly Ikarus USA),60BRT-19,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,None,None,47.00,60.00,102.00,CN,Compressed natural gas,NE,no engine,"$844,501.00",16.00,16.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,6966,MB,Bus,2010.00,A,NAB,North American Bus Industries (formerly Ikarus USA),40-LFW49,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,CN,Compressed natural gas,CU,Cummins,"$430,000.00",4.00,4.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,6964,MB,Bus,2010.00,A,NFA,New Flyer of America,DE40LFR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$559,000.00",30.00,30.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,6962,MB,Bus,2008.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$342,000.00",37.00,37.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,2939,MB,Bus,2006.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$298,239.00",14.00,14.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,2930,MB,Bus,2005.00,A,NFA,New Flyer of America,AH-28,Busr,"Bus, trolley replica (any length, design imitates streetcar)",Yes,High,Lift,None,None,27.00,32.00,102.00,LP,Propane (liquified petroleum gas),CU,Cummins,"$317,846.00",12.00,12.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,2937,MB,Bus,2005.00,A,NFA,New Flyer of America,D40LF,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$312,634.00",49.00,49.00,0.00,0.00,
,245,VIA Metropolitan Transit,San Antonio,TX,U.S.,No,2019,2935,MB,Bus,2001.00,A,NAB,North American Bus Industries (formerly Ikarus USA),40LFW-05,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,37.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,,2.00,2.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,11548,DR,Demand Response,2008.00,A,CMD,"Chevrolet Motor Division, General Motors Corporation",ELDORADO,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,Ramp,10.00,25.00,96.00,DF,Diesel fuel,CU,Cummins,"$50,109.00",10.00,10.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2943,DR,Demand Response,2006.00,A,FRD,Ford Motor Corporation,AEROTECH,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,15.00,25.00,96.00,DF,Diesel fuel,FO,Ford,"$57,593.00",3.00,3.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2941,DR,Demand Response,2005.00,A,FRD,Ford Motor Corporation,AEROTECH,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,15.00,25.00,96.00,DF,Diesel fuel,FO,Ford,"$57,593.00",4.00,3.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2942,DR,Demand Response,2000.00,A,GCC,Goshen Coach,GCII,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,15.00,25.00,96.00,DF,Diesel fuel,FO,Ford,"$57,554.00",4.00,4.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2940,DR,Demand Response,1999.00,A,EDN,ElDorado-National,AEROTECH,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,15.00,25.00,96.00,DF,Diesel fuel,FO,Ford,"$60,994.00",2.00,1.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,11547,MB,Bus,2010.00,A,EDN,ElDorado-National,PASSPORT,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,23.00,24.00,96.00,DF,Diesel fuel,CU,Cummins,"$177,457.00",2.00,2.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,7757,MB,Bus,2007.00,A,NAB,North American Bus Industries (formerly Ikarus USA),OPTIMA OPUS,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,23.00,29.00,96.00,DF,Diesel fuel,CU,Cummins,"$350,000.00",7.00,7.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2949,MB,Bus,2007.00,A,NAB,North American Bus Industries (formerly Ikarus USA),OPTIMA OPUS,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,31.00,35.00,96.00,DF,Diesel fuel,CU,Cummins,"$350,000.00",8.00,8.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2945,MB,Bus,2000.00,A,EDN,ElDorado-National,TRANSMARK RE,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,26.00,29.00,96.00,DF,Diesel fuel,CU,Cummins,"$199,604.00",1.00,1.00,0.00,0.00,
,246,Waco Transit System,Waco,TX,U.S.,No,2011,2944,MB,Bus,1993.00,A,CCI,Optima Bus Corporation (formerly Chance Coach),VS-24,Busr,"Bus, trolley replica (any length, design imitates streetcar)",Yes,High,Lift,None,None,22.00,26.00,96.00,DF,Diesel fuel,CU,Cummins,"$185,433.00",3.00,3.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,7309,CR,Commuter Rail,2010.00,A,BOM,Bombardier Corporation,BI-LEVEL COACH,Car20,"Rail car, non-articulated, 2 levels, 0 cabs (includes cars with 3rd mezzanine level)",Yes,Low,None,Low,None,136.00,80.00,120.00,UN,Unpowered,NE,no engine,"$2,176,350.00",8.00,8.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,7320,CR,Commuter Rail,2010.00,A,BOM,Bombardier Corporation,BI-LEVEL-CAB,Car21,"Rail car, non-articulated, 2 levels, 1 cab (includes cars with 3rd mezzanine level)",Yes,Low,None,Low,None,130.00,80.00,120.00,UN,Unpowered,NE,no engine,"$2,480,371.00",10.00,10.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,2955,CR,Commuter Rail,2007.00,A,BOM,Bombardier Corporation,BI-LEVEL-CAB,Car21,"Rail car, non-articulated, 2 levels, 1 cab (includes cars with 3rd mezzanine level)",Yes,Low,None,Low,None,130.00,80.00,124.00,UN,Unpowered,NE,no engine,"$2,395,000.00",12.00,12.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,7319,CR,Commuter Rail,2007.00,A,BOM,Bombardier Corporation,BI-LEVEL-COACH,Car20,"Rail car, non-articulated, 2 levels, 0 cabs (includes cars with 3rd mezzanine level)",Yes,Low,None,Low,None,136.00,80.00,124.00,UN,Unpowered,NE,no engine,"$2,385,000.00",8.00,8.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,7308,CR,Commuter Rail,1973.00,A,PST,Pullman-Standard,COMET 1,Car10,"Rail car, non-articulated, 1 level, 0 cabs",No,High,None,Low,None,102.00,80.00,120.00,UN,Unpowered,NE,no engine,"$25,000.00",25.00,14.00,0.00,10.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,7311,CRL,Commuter Rail Locomotive,2009.00,A,MPI,Motive Power Division of Wabtec Co.,MP36,Loco,Locomotive,No,High,None,Low,None,0.00,70.00,127.00,DF,Diesel fuel,CU,Cummins,"$2,700,000.00",7.00,7.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,2957,CRL,Commuter Rail Locomotive,2006.00,A,MPI,Motive Power Division of Wabtec Co.,MP36,Loco,Locomotive,No,High,None,Low,None,0.00,70.00,127.00,DF,Diesel fuel,CU,Cummins,"$2,600,000.00",11.00,11.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,14938,DR,Demand Response,2020.00,O,CMC,Champion Bus,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,12.00,26.00,96.00,GA,Gasoline,FO,Ford,,30.00,0.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,16662,DR,Demand Response,2020.00,O,CMC,Champion Bus,CUTAWAY,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,12.00,26.00,96.00,GA,Gasoline,FO,Ford,,25.00,0.00,0.00,0.00,
Yes,247,Utah Transit Authority,Salt Lake City,UT,U.S.,Yes,2020,14393,DR,Demand Response,2018.00,A,GLV,Glaval Industries,UNIVERSAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,10.00,26.00,96.00,GA,Gasoline,FO,Ford,,22.00,22.00,0.00,0.00,
