NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
40058,City of Rome ,Full Reporter,Urban,DR,DO,0,,,348,,,,"20,417",,,,,,
40058,City of Rome ,Full Reporter,Urban,MB,DO,0,,,"92,676",,,,"15,775",,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,"257,610",,,,"13,198",,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,"17,952",,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,"302,411",,,,,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT,,,,,,,,"45,777",,,,,,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,"1,911",,,,"67,977",,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,DR,DO,,,,,,,,"81,420",,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,MB,DO,0,,,"133,615",,,,,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,"14,322",,,,"69,856",,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,"330,804",,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,"3,632,010",,,,,,,,,0,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"185,588",,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,CB,PT,0,,,"342,198",,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,DR,PT,0,,,"104,301",,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,MB,PT,0,,"17,799","543,087",,,,,,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,DO,,,,,,,,"10,493",,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,PT,,,,,,,,"2,079",,,,,,
40082,County of Douglas,Full Reporter,Urban,MB,PT,,,,,,,,"44,598",,,,,,
40082,County of Douglas,Full Reporter,Urban,VP,DO,,,,,,,,"35,881",,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,0,,,"30,137",,,,"39,998",,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,0,,,"1,179,891",,,,,,,,,,
40087,City of Durham,Full Reporter,Urban,DR,PT,,,,,,,,"242,169",,,,,,
40087,City of Durham,Full Reporter,Urban,MB,PT,0,,,"724,818",,,,,,,,,,
40093,City of Greensboro ,Full Reporter,Urban,DR,PT,0,,,"46,164",,,,"303,043",,,,,,
40093,City of Greensboro ,Full Reporter,Urban,MB,PT,0,,,"507,355","170,379",,,,,,,,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,,,,,,"5,231,617",,,,,,,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,0,,,"227,648",,,,,,,,,,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,0,,,"74,153",,,,348,,,,,,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,0,,,"106,802",,,,,,,,,,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,0,,,"1,862",,,,"6,960",,,,"1,108",,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"5,588",,,,"20,881",,,,"3,325",,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"11,176",,,,"41,762",,,,"6,649",,
40104,Indian River County,Full Reporter,Urban,DR,PT,,,,,,,,"40,281",,,,,,
40104,Indian River County,Full Reporter,Urban,MB,PT,0,,,"100,568",,,,"49,533",,,,,,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,PB,PT,,,,,,,0,0,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"2,279",,,,"90,073",,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"638,387",,,,,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"101,803",,,,,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,"33,346",,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"7,523",,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,"47,890",,,,,,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"58,910",,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"525,735",,,,"22,539",,,,,,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,308,,,,"101,918",,,,,,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,703,,,,"70,824",,,,,,
40129,Charlotte County Government,Full Reporter,Urban,DR,DO,,,,,,,,"4,453",,,,,,
40129,Charlotte County Government,Full Reporter,Urban,DR,PT,0,,,"50,336",,,,"33,057",,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,0,,,"386,716",,,,,,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,0,,,"6,094",,,,"59,980",,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,0,,,"331,751",,,,,,,,,,
40140,Collier County,Full Reporter,Urban,DR,PT,0,,,"87,573",,,,"47,577",,,,,,
40140,Collier County,Full Reporter,Urban,MB,PT,0,,,"282,769",,,,,,,,,,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"1,376",,,,"173,208",,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"457,629",,,,,,,,"170,047",,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,627,,,,,,
40147,North Carolina State University,Full Reporter,Urban,MB,PT,0,,,"191,086",,,,,,,,,,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,"196,872",,,,,,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,"121,618",,,,"2,333",,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,"156,670",,,,,,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,"207,319",,,,,,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"32,455",,,,,,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,,,,,,,,"47,974",,,,,,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,,,,,,,,"193,701",,,,,,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,,"24,012",,,,"78,389",,,,,,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,,"50,577",,,,"17,647",,,,,,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,0,,,"272,500",,,,"12,164",,,,,,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,,,,,"70,612",,,,,,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,DO,0,,,"2,248,075",,,,,,,,,,
40178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,,,,,,,,"40,394",,,,,,
40180,University of Georgia,Full Reporter,Urban,DR,DO,,,,,"1,202",,,"7,597",,,,,,
40180,University of Georgia,Full Reporter,Urban,MB,DO,0,,,"325,484",,,,,,,,,,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,0,,,"1,819",,,,"397,518",,,,,,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,0,,,"65,307",,,,,,,,,,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,,,,,,,,"166,521",,,,,,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,"6,895",,,0,,,,,,,,,,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,,,,,,,,"19,735",,,,,,
40192,Martin County,Full Reporter,Urban,CB,PT,0,,,"22,839",,,,,,,,,,
40192,Martin County,Full Reporter,Urban,DR,PT,,,,,,,,"6,210",,,,,,
40192,Martin County,Full Reporter,Urban,MB,PT,0,,,"61,493",,,,"3,415",,,,,,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,,,,,,,0,"86,233",,,,,,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,"138,690",,,,,,
40208,City of Clemson,Full Reporter,Urban,MB,DO,0,,,"104,710","709,242",,,,,,,,,
40222,Wake County,Full Reporter,Urban,DR,PT,,,,,,,,"228,075",,,,,,
40224,Buncombe County,Full Reporter,Urban,DR,PT,,,0,,,,,"119,542",,,,"4,661",,
40224,Buncombe County,Full Reporter,Urban,MB,PT,,,"15,305",,,,,"3,582",,,,140,,
40228,Mecklenburg County ,Full Reporter,Urban,DR,DO,,,,,,,,"72,710",,,,,,
40232,Central Florida Commuter Rail,Full Reporter,Urban,CR,PT,0,,,"839,881",,,,,,,,,,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,"201,479",,,,"18,355",,
40247,Shelby County Government,Full Reporter,Urban,VP,PT,,,,,,,,"25,160",,,,,,
40258,"The Looper Group, Inc.",Full Reporter,Urban,MB,DO,0,,,"1,947",,,,"5,342",,,,,,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,CB,PT,0,,,"1,363,426",,,,,,,,,,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,VP,PT,,,,,,,,"295,814",,,,,,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,DR,DO,,,,,,,,"76,741",,,,,,
40928,Baldwin County Commission,Full Reporter,Urban,DR,DO,0,,,4,,,,"110,219",,,,,,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,DR,DO,,,,,,,,"185,342",,,,"44,832",,
41068,Flagler County Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,"95,874",,,,,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,0,,,992,,,,"206,585",,,,,,
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,0,,,"18,691",,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,0,,,"48,612",,,,"7,200",,,,413,,
50001,City of Appleton,Full Reporter,Urban,DR,PT,,,,,,,,"126,800",,,,,,
50001,City of Appleton,Full Reporter,Urban,MB,DO,0,,,"181,226",,,,"22,464",,,,,,
50001,City of Appleton,Full Reporter,Urban,MB,PT,0,,,"5,306",,,,"3,708",,,,,,
50002,City of Green Bay,Full Reporter,Urban,DR,PT,,,,,,,,"35,601",,,,,,
50002,City of Green Bay,Full Reporter,Urban,MB,DO,0,,,"248,457",,,,,,,,,,
50003,City of Kenosha,Full Reporter,Urban,DR,PT,,,,,,,,"29,718",,,,,,
50003,City of Kenosha,Full Reporter,Urban,MB,DO,0,,,"225,591",,,,,,,,,,
50003,City of Kenosha,Full Reporter,Urban,SR,DO,,,,,,"211,680",,,,,,,,
50004,City of La Crosse,Full Reporter,Urban,DR,PT,0,,,"1,320",,,,"6,706",,,,,,
50004,City of La Crosse,Full Reporter,Urban,MB,DO,0,,,"158,281",,,,,,,,,,
50005,City of Madison,Full Reporter,Urban,MB,DO,0,,,"1,205,539",,,,,,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,CB,PT,0,,,"50,875",,,,,,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,DR,DO,,,,,,,,"23,722",,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,MB,DO,0,,,"243,408",,,,,,,,,,
50008,Milwaukee County,Full Reporter,Urban,DR,PT,0,,,"46,000",,,,"349,028",,,,,,
50008,Milwaukee County,Full Reporter,Urban,MB,PT,0,,,"3,556,913",,,,,,,,,,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,MB,DO,0,,,"104,435",,,,,,,,,,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,MB,PT,0,,,"7,822",,,,,,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,"101,303","127,981",,,,,,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,PT,,,,,,,,"44,806",,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,"918,368","332,106",,,,,,,,,,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,51,,"94,780","94,986",,,,,,,,,,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,100,,"256,478","207,945",,,,,"29,279",,,,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,PT,0,,,"171,761",,,,,,,,,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,"2,540,543",,,,,,,,,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,"1,028,166",,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,0,,,,"217,617",,,,"131,887",,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"321,672",,,,0,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,,,,,,"19,488,672",,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,"14,758,737",,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,616,883","1,822,004",,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,0,,,"234,476",,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,"11,088",,,,,,
50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,0,,,"311,136",,,,"21,561",,,,,,
50016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,0,,"2,151,660","1,736,791",,,,,,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"372,195",,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,"1,269,709",,,,,,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,,,,,,"1,647,327",,,,,,,,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"42,203",,,,"46,653",,,,,,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,"40,606","142,328",,,,"11,682",,,,,,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"167,766",,,0,,,,,,,,,,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"17,998",,,,,,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"698,970",,,0,,,,495,,,,,,
50024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,0,,,"9,125",,,,"42,567",,,,,,
50024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,0,,,"276,503",,,,"18,013",,,,,,
50025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"34,768",,,,,,
50025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,0,,,"427,093","333,120",,,,,,,,,
50026,City of Moorhead,Full Reporter,Urban,DR,PT,,,,,,,,"5,423",,,,,,
50026,City of Moorhead,Full Reporter,Urban,MB,PT,0,,,"102,652",,,,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,CR,PT,"470,198",,,0,,,,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,LR,DO,,,,,,"39,467,000",,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,MB,DO,"6,681,925",,,0,"297,640",,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,0,,,"34,676",,,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,0,,"65,231","31,483",,,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,0,,"344,453","36,986",,,,,,,,,,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,"52,823",,,,,,,,,,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,"129,954",,,,,,,,,,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,0,,,"65,750",,,,,,,,"466,700",,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,0,,,"43,689",,,,"2,478",,,,,,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,0,,,"2,585,340",,,,,,,,,,
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,0,,,"2,388",,,,"64,341",,,,"960,011",,
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,0,,,"1,750",,,,,,,,"4,680",,
50032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,0,,"249,288","359,345",,,,,667,,,"115,211",,
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,0,,,"2,449",,,,"83,611",,,,"388,990",,
50033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,0,,"587,531","951,157",,,,,,,,,,
50033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,0,,,"83,178",,,,,,,,,,
50033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,,,,,,,"22,441",,,,,,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"11,722",,,,"12,766",,,,,,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"90,187",,,,,,,,,,
50035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,0,,,"35,132",,,,"124,520",,,,,,
50035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"399,248",,,,,,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,"14,002",,,"22,444",,,,"124,760",,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,"3,082",,,,"238,821",,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"784,424",,,,,,,,,,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,0,,,"8,430",,,,"17,365",,,,,,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,0,,,"210,145",,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,DO,"18,713",,,0,,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,0,,,"42,669",,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,"39,114",,,,"129,936",,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,"843,550",,,0,,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"105,743",,,,,,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,0,,"2,497","74,476",,,,,,,,,,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,0,,,"173,778",,,,,,,,,,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,"61,375",,,0,,,,"15,146",,,,,,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,"325,874",,,0,,,,,,,,,,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,"21,323",,,,,,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,30,,,"194,570",,,,"17,137",,,,,,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,"13,115",,,0,,,,"37,839",,,,"20,424",,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,"285,085",,,0,,,,,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,0,,,"103,430",,,,"437,444",,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,0,,,"1,889,258","103,774",,,,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,RB,DO,,,,,"1,406,213",,,,,,,,,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,0,,"18,739",151,,,,,,,,,,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,"333,385","160,580",,,,,,,,,,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,0,,,"13,431",,,,"48,140",,,,,,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,"182,766","135,943",,,,,,,,,,
50053,City of Terre Haute ,Full Reporter,Urban,DR,DO,0,,,"5,392",,,,"5,107",,,,,,
50053,City of Terre Haute ,Full Reporter,Urban,MB,DO,0,,,"36,287",,,,"32,610",,,,,,
50054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,946,,,0,,,,,,,,"57,400",,
50054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,"165,388",,,0,,,,,,,,,,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,"171,373",,,,,,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,"510,210",,,0,,,,,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"24,327",,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,"15,215",,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,0,,,"6,895",,,,,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,0,,"559,900","43,947","150,981",,,,,,,,,
50058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,0,,,"52,684",,,,"76,184",,,,,,
50058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,0,,,"318,134",,,,,,,,,,
50059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"83,943",,,,,,
50059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,"232,692",,"165,580",0,,,,"16,159",,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"19,382",,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,0,,,"2,195",,,,"36,069",,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,"709,750",,,0,,,,,,,,,,
50061,"City of Decatur, Il",Full Reporter,Urban,DR,DO,"1,062",,,0,,,,"19,480",,,,,,
50061,"City of Decatur, Il",Full Reporter,Urban,MB,DO,"208,474",,,0,,,,,,,,,,
50066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,,,,,,"448,035,159",,,,,,,,
50066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,0,,,"16,553,460",0,,,,,,,,,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,DR,PT,"19,913",,,0,,,,,,,,,,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,MB,PT,"370,328",,,0,,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,CB,PT,0,,,"109,749",,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,DR,DO,0,,,"9,076",,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,DR,PT,0,,,171,,,,"2,792",,,,,,
50096,City of Waukesha ,Full Reporter,Urban,MB,DO,0,,,"138,564",,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,MB,PT,0,,,"42,772",,,,,,,,,,
50099,City of Eau Claire,Full Reporter,Urban,DR,PT,0,,,"6,914",,,,"24,480",,,,,,
50099,City of Eau Claire,Full Reporter,Urban,MB,DO,0,,,"135,760",,,,,,,,,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,,,,,,"20,758,500",,,,,,,,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,"28,161",,,,,,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,"271,863",,,,"6,401",,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,DO,0,,,"22,154",,,,"6,216",,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,90,,,"16,289",,,,"636,637",,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,DO,0,,"1,278,638","4,786,056",,,,,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,PT,0,,,"341,097",,,,"6,014",,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,VP,DO,,,,,,,,"518,160",,,,,,
50117,Laketran,Full Reporter,Urban,CB,DO,0,,,"88,363",,,,,,,,,,
50117,Laketran,Full Reporter,Urban,DR,DO,0,,,"184,811",,,,"19,993",,,,"91,447",,
50117,Laketran,Full Reporter,Urban,MB,DO,0,,,"111,033",,,,"4,325",,,,,,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,CR,DO,0,,,"26,244,345",,"75,662,964",,,,,,,,
50119,City of Detroit ,Full Reporter,Urban,DR,PT,,,,,,,,"248,638",,,,,,
50119,City of Detroit ,Full Reporter,Urban,MB,DO,0,,,"3,252,710",,,,,,,,,,
50141,Detroit Transportation Corporation,Full Reporter,Urban,MG,DO,,,,,,"4,375,280",,,,,,,,
50145,City of Kokomo,Full Reporter,Urban,DR,DO,0,,,"8,950",,,,"62,958",,,,,,
50145,City of Kokomo,Full Reporter,Urban,MB,DO,0,,,"28,873",,,,,,,,,,
50146,Madison County Transit District,Full Reporter,Urban,DR,PT,"69,572",,,0,,,,,,,,,,
50146,Madison County Transit District,Full Reporter,Urban,MB,PT,"828,100",,,0,,,,"80,111",,,,,,
50146,Madison County Transit District,Full Reporter,Urban,VP,DO,,,,,,,,"52,757",,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,CB,DO,,,"19,716",,,,,,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,DO,,,"241,011",,,,,,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,PT,0,,"22,546","1,973",,,,"95,237",,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,MB,DO,0,,"80,219",406,,,,,,,,,,
50149,Michiana Area Council of Governments,Full Reporter,Urban,DR,PT,,,,,,,,"23,845",,,,,,
50149,Michiana Area Council of Governments,Full Reporter,Urban,MB,PT,0,,,"112,415",,,,,,,,,,
50154,Metropolitan Council,Full Reporter,Urban,DR,PT,"7,885",,,0,,,,"3,817,425",,,,,,
50154,Metropolitan Council,Full Reporter,Urban,MB,PT,"574,222",,,0,,,,"66,210",,,,,,
50154,Metropolitan Council,Full Reporter,Urban,VP,PT,,,,,,,,"47,045",,,,,,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,CB,DO,0,,,"9,814",,,,"18,336",,,,,,
