Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,1
Marin County Transit District,San Rafael,CA,9234,90234,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",87,DR, PT , 33 ,,0,,"116,933",,0,,0,,0,,0,,0,,0,,,0,,"1,017,092",,0,,0,,0,,0,,0,,,,,8.70,,,,,,,,,,,,No,,,
Golden Empire Transit District,Bakersfield,CA,9004,90004,Independent Public Agency or Authority of Transit Service,Full Reporter,"523,994",87,DR, DO , 18 ,,0,,0,,0,,"134,458",,0,,0,,0,,0,,,0,,0,,0,,"602,079",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,4093,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"311,810",86,DR, PT , 45 ,,"46,164",,"303,043",,0,,0,,0,,0,,0,,0,,,"429,007",,"1,766,904",,0,,0,,0,,0,,0,,,9.29,,5.83,,,,,,,,,,,,No,,,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,4093,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"311,810",86,MB, PT , 41 ,,"507,355",,0,,0,,0,,0,,0,,0,,"170,379",,,"1,950,002",,0,,0,,0,,0,,0,,"98,870",,,3.84,,,,,,,,,,,,0.58,,No,,,
"Westmoreland County , dba: Westmoreland County Transit Authority",Greensburg,PA,3044,30044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,733,853",85,MB, PT , 31 ,,"180,127",,0,,0,,"76,900",,0,,0,,0,,0,,,"1,068,286",,0,,0,,"339,837",,0,,0,,0,,,5.93,,,,,,,,,,,,,,No,,,
"Ada County Highway District, dba: ACHD Commuteride",Boise,ID,,00415,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,684",84,VP, DO , 84 ,,0,,"88,098",,0,,0,,0,,0,,0,,0,,,0,,"1,258,706",,0,,0,,0,,0,,0,,,,,14.29,,,,,,,,,,,,No,,,
Piedmont Authority for Regional Transportation,Greensboro,NC,4173,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,"311,810",84,VP, DO , 55 ,,0,,"70,612",,0,,0,,0,,0,,0,,0,,,0,,"1,988,648",,0,,0,,0,,0,,0,,,,,28.16,,,,,,,,,,,,No,,,
"City of Torrance, dba: Torrance Transit System ",Torrance,CA,9010,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",84,MB, DO , 48 ,,0,,"28,786",,0,,"670,689",,0,,0,,0,,0,,,0,,"121,485",,0,,"2,172,032",,0,,0,,0,,,,,4.22,,,,,,,,,,,,No,,,
Piedmont Authority for Regional Transportation,Greensboro,NC,4173,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,"311,810",84,CB, PT , 29 ,,"272,500",,"12,164",,0,,0,,0,,0,,0,,0,,,"1,749,038",,"95,579",,0,,0,,0,,0,,0,,,6.42,,7.86,,,,,,,,,,,,No,,,
"Hampton Jitney, Inc.",Southampton,NY,2217,20217,Private-For-Profit Corporation,Full Reporter,"18,351,295",83,CB, DO , 83 ,,"601,336",,0,,0,,0,,0,,0,,0,,0,,,"4,207,287",,0,,0,,0,,0,,0,,0,,,7.00,,,,,,,,,,,,,,No,,,
Charleston Area Regional Transportation Authority,North Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404",83,CB, PT , 8 ,,"47,890",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"Ride Connection, Inc.",Portland,OR,0R02-022,00376,Private-Non-Profit Corporation,Full Reporter,"1,849,898",83,MB, DO , 7 ,,0,,"31,854",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Charleston Area Regional Transportation Authority,North Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404",83,MB, PT , 53 ,,"525,735",,"22,539",,0,,0,,0,,0,,0,,0,,,"2,669,602",,"291,461",,0,,0,,0,,0,,0,,,5.08,,12.93,,,,,,,,,,,,No,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",83,MB, DO , 49 ,,0,,0,,0,,0,,"496,825",,0,,0,,0,,,"2,389,474",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"Ride Connection, Inc.",Portland,OR,0R02-022,00376,Private-Non-Profit Corporation,Full Reporter,"1,849,898",83,DR, DO , 35 ,,0,,"30,363",,0,,0,,0,,0,,0,,0,,,0,,"640,246",,0,,0,,0,,0,,0,,,,,21.09,,,,,,,,,,,,No,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",83,DR, PT , 3 ,,0,,"1,251",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",83,DR, DO , 29 ,,627,,"164,794",,0,,0,,0,,0,,0,,0,,,"5,993",,"1,310,899",,0,,0,,0,,0,,0,,,9.56,,7.95,,,,,,,,,,,,No,,,
Charleston Area Regional Transportation Authority,North Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404",83,DR, PT , 22 ,,0,,"58,910",,0,,0,,0,,0,,0,,0,,,0,,"722,207",,0,,0,,0,,0,,0,,,,,12.26,,,,,,,,,,,,No,,,
Chatham Area Transit Authority,Savannah,GA,4025,40025,Independent Public Agency or Authority of Transit Service,Full Reporter,"260,677",83,FB, DO , 2 ,,"38,244",,0,,0,,0,,0,,0,,0,,0,,,"16,478",,0,,0,,0,,0,,0,,0,,,0.43,,,,,,,,,,,,,,No,,,
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,309",82,MB, DO , 63 ,,"738,908",,0,,0,,0,,0,,0,,0,,"52,600",,,"3,730,012",,0,,0,,0,,0,,0,,"41,325",,,5.05,,,,,,,,,,,,0.79,,No,,,
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,309",82,DR, PT , 19 ,,"2,947",,"118,811",,0,,0,,0,,0,,0,,0,,,"216,987",,"719,304",,0,,0,,0,,0,,0,,,73.63,,6.05,,,,,,,,,,,,No,,,
Norwalk Transit District,Norwalk,CT,1057,10057,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",81,MB, DO , 39 ,,"239,504",,"25,968",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
Norwalk Transit District,Norwalk,CT,1057,10057,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",81,DR, DO , 25 ,,"11,999",,"42,818",,0,,0,,0,,0,,0,,0,,,"1,252,634",,"374,559",,0,,0,,0,,0,,0,,,104.39,,8.75,,,,,,,,,,,,No,,,
Norwalk Transit District,Norwalk,CT,1057,10057,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311",81,DR, PT , 17 ,,0,,"35,560",,0,,0,,0,,0,,0,,0,,,0,,"340,443",,0,,0,,0,,0,,0,,,,,9.57,,,,,,,,,,,,No,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",80,SR, PT , 5 ,,0,,0,,0,,0,,0,,0,,"1,128,441",,0,,,0,,0,,0,,0,,0,,"77,936",,0,,,,,,,,,,,,,0.07,,,,No,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",80,MB, DO , 49 ,,"458,029",,0,,0,,"312,761",,0,,0,,0,,0,,,"1,974,762",,0,,0,,"1,076,531",,0,,0,,0,,,4.31,,,,,,,,,,,,,,No,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",80,FB, PT , 2 ,,"3,380",,0,,0,,0,,0,,0,,0,,0,,,"2,405",,0,,0,,0,,0,,0,,0,,,0.71,,,,,,,,,,,,,,No,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",80,VP, PT , 2 ,,0,,"1,477",,0,,0,,0,,0,,0,,0,,,0,,"13,444",,0,,0,,0,,0,,0,,,,,9.10,,,,,,,,,,,,No,,,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,6017,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"861,505",80,DR, DO , 17 ,,"74,675",,0,,0,,0,,0,,0,,0,,0,,,"688,219",,0,,0,,0,,0,,0,,0,,,9.22,,,,,,,,,,,,,,No,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",79,MB, PT , 5 ,,0,,"27,844",,0,,0,,0,,0,,0,,0,,,0,,"167,064",,0,,0,,0,,0,,0,,,,,6.00,,,,,,,,,,,,No,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",79,DR, DO , 33 ,,0,,"77,000",,0,,"28,397",,0,,0,,0,,0,,,0,,"171,887",,0,,"15,294",,0,,0,,0,,,,,2.23,,,,,,,,,,,,No,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",79,MB, DO , 26 ,,"134,255",,0,,0,,"89,503",,0,,0,,0,,0,,,"693,214",,0,,0,,"380,824",,0,,0,,0,,,5.16,,,,,,,,,,,,,,No,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",79,DR, PT , 15 ,,0,,"15,894",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"City of Lincoln, dba: StarTran",Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"258,719",78,DR, DO , 9 ,,0,,"6,467",,0,,"40,912",,0,,0,,0,,0,,,0,,"44,174",,0,,"296,473",,0,,0,,0,,,,,6.83,,,,,,,,,,,,No,,,
Port Authority Transit Corporation,Lindenwold,NJ,2075,20075,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,441,567",78,HR, DO , 78 ,,0,,0,,0,,0,,0,,0,,"45,534,654",,0,,,0,,0,,0,,0,,0,,"5,298,884",,0,,,,,,,,,,,,,0.12,,,,No,,,
"City of Lincoln, dba: StarTran",Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"258,719",78,MB, DO , 56 ,,"261,911",,0,,0,,"183,195",,0,,0,,0,,0,,,"1,243,303",,0,,0,,"663,877",,0,,0,,0,,,4.75,,,,,,,,,,,,,,No,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345",77,DR, DO , 48 ,,0,,"145,462",,0,,0,,0,,0,,0,,0,,,0,,"1,387,683",,0,,0,,0,,0,,0,,,,,9.54,,,,,,,,,,,,No,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345",77,MB, DO , 29 ,,"95,316",,"60,111",,0,,0,,0,,0,,0,,0,,,"502,031",,"417,531",,0,,0,,0,,0,,0,,,5.27,,6.95,,,,,,,,,,,,No,,,
Anaheim Transportation Network,Anaheim,CA,9211,90211,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",76,MB, PT , 72 ,,0,,0,,"51,555",,"107,875",,0,,"764,368",,0,,"125,680",,,0,,0,,0,,"433,121",,"1,261,526",,0,,"25,179",,,,,,,0.00,,0.57,,,,,,0.20,,No,,,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",76,MB, DO , 58 ,,"614,652",,"103,842",,0,,0,,0,,0,,0,,0,,,"2,478,044",,"538,368",,0,,0,,0,,0,,0,,,4.03,,5.18,,,,,,,,,,,,No,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",76,CB, PT , 5 ,,"33,799",,0,,0,,0,,0,,0,,0,,0,,,"174,917",,0,,0,,0,,0,,0,,0,,,5.18,,,,,,,,,,,,,,No,,,
Rock Region Metropolitan Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",76,MB, DO , 49 ,,"367,120",,0,,0,,"278,781",,0,,0,,0,,0,,,"1,494,787",,0,,0,,"1,115,093",,0,,0,,0,,,4.07,,,,,,,,,,,,,,No,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",76,MB, PT , 40 ,,"344,880",,0,,0,,0,,0,,0,,0,,0,,,"1,816,267",,0,,0,,0,,0,,0,,0,,,5.27,,,,,,,,,,,,,,No,,,
Anaheim Transportation Network,Anaheim,CA,9211,90211,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",76,DR, PT , 4 ,,0,,0,,0,,0,,0,,0,,0,,"5,000",,,0,,0,,0,,0,,0,,0,,"10,206",,,,,,,,,,,,,,,2.04,,No,,,
Rock Region Metropolitan Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",76,DR, PT , 4 ,,0,,"3,992",,0,,0,,0,,0,,0,,0,,,0,,"36,833",,0,,0,,0,,0,,0,,,,,9.23,,,,,,,,,,,,No,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",76,DR, PT , 31 ,,0,,"108,469",,0,,0,,0,,0,,0,,0,,,0,,"788,624",,0,,0,,0,,0,,0,,,,,7.27,,,,,,,,,,,,No,,,
Rock Region Metropolitan Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",76,SR, DO , 3 ,,0,,0,,0,,0,,0,,0,,"416,020",,0,,,0,,0,,0,,0,,0,,"53,469",,0,,,,,,,,,,,,,0.13,,,,No,,,
Rock Region Metropolitan Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388",76,DR, DO , 20 ,,771,,"118,622",,0,,0,,0,,0,,0,,0,,,0,,"810,934",,0,,0,,0,,0,,0,,,0.00,,6.84,,,,,,,,,,,,No,,,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",76,DR, DO , 18 ,,0,,"91,527",,0,,0,,0,,0,,0,,0,,,0,,"537,270",,0,,0,,0,,0,,0,,,,,5.87,,,,,,,,,,,,No,,,
"Rockland Coaches, Inc.",Westwood,NJ,2149,20149,Private-For-Profit Corporation,Full Reporter,"18,351,295",75,CB, DO , 75 ,,"644,844",,0,,0,,0,,0,,0,,0,,0,,,"2,098,888",,0,,0,,0,,0,,0,,0,,,3.25,,,,,,,,,,,,,,No,,,
"Ames Transit Agency, dba: CyRide",Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",74,MB, DO , 69 ,,"325,678",,"19,296",,0,,0,,"11,708",,0,,0,,0,,,"1,382,826",,"97,539",,0,,0,,0,,0,,0,,,4.25,,5.05,,,,,,,,,,,,No,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443",74,MB, PT , 52 ,,"379,128",,0,,0,,0,,0,,0,,0,,0,,,"1,675,222",,0,,0,,0,,0,,0,,0,,,4.42,,,,,,,,,,,,,,No,,,
"City of Appleton, dba: Valley Transit",Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154",74,DR, PT , 43 ,,0,,"126,800",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
"Ames Transit Agency, dba: CyRide",Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",74,DR, PT , 3 ,,"5,656",,"1,218",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443",74,DR, PT , 22 ,,0,,"102,752",,0,,0,,0,,0,,0,,0,,,0,,"748,902",,0,,0,,0,,0,,0,,,,,7.29,,,,,,,,,,,,No,,,
"City of Appleton, dba: Valley Transit",Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154",74,MB, DO , 21 ,,"181,226",,"22,464",,0,,0,,0,,0,,0,,0,,,"871,433",,"63,036",,0,,0,,0,,0,,0,,,4.81,,2.81,,,,,,,,,,,,No,,,
"Ames Transit Agency, dba: CyRide",Ames,IA,7041,70041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,438",74,MB, PT , 2 ,,"5,677",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Appleton, dba: Valley Transit",Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154",74,MB, PT , 10 ,,"5,306",,"3,708",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
Riverside County Transportation Commission,Riverside,CA,9218,90218,"MPO, COG or Other Planning Agency",Full Reporter,"1,932,666",73,VP, PT , 73 ,,0,,"76,912",,0,,0,,0,,0,,0,,0,,,0,,"1,317,169",,0,,0,,0,,0,,0,,,,,17.13,,,,,,,,,,,,No,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",73,MB, DO , 54 ,,"448,030",,"28,405",,0,,0,,0,,0,,0,,"374,650",,,"1,958,913",,"132,590",,0,,0,,0,,0,,"199,433",,,4.37,,4.67,,,,,,,,,,0.53,,No,,,
Central County Transportation Authority,Kalamazoo,MI,5035,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,703",73,DR, PT , 44 ,,"35,132",,"124,520",,0,,0,,0,,0,,0,,0,,,"377,333",,"1,577,336",,0,,0,,0,,0,,0,,,10.74,,12.67,,,,,,,,,,,,No,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684",73,MB, PT , 43 ,,"6,904",,"41,032",,0,,"369,098",,0,,0,,0,,0,,,"28,545",,"17,789",,0,,"1,758,403",,0,,0,,0,,,4.13,,0.43,,,,,,,,,,,,No,,,
Lowell Regional Transit Authority,Lowell,MA,1005,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",73,MB, PT , 42 ,,"278,467",,"31,218",,0,,0,,0,,0,,0,,0,,,"1,086,024",,"147,065",,0,,0,,0,,0,,0,,,3.90,,4.71,,,,,,,,,,,,No,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684",73,DR, PT , 30 ,,83,,"19,661",,0,,"53,208",,0,,0,,0,,0,,,"31,607",,"177,846",,0,,"429,826",,0,,0,,0,,,380.81,,9.05,,,,,,,,,,,,No,,,
Central County Transportation Authority,Kalamazoo,MI,5035,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,703",73,MB, DO , 29 ,,"399,248",,0,,0,,0,,0,,0,,0,,0,,,"1,824,745",,0,,0,,0,,0,,0,,0,,,4.57,,,,,,,,,,,,,,No,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",73,IP, DO , 2 ,,0,,0,,0,,0,,0,,0,,"94,080",,0,,,0,,0,,0,,0,,0,,"19,196",,0,,,,,,,,,,,,,0.20,,,,No,,,
Lowell Regional Transit Authority,Lowell,MA,1005,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",73,DR, DO , 17 ,,0,,"27,531",,0,,0,,0,,0,,0,,0,,,0,,"278,144",,0,,0,,0,,0,,0,,,,,10.10,,,,,,,,,,,,No,,,
Chattanooga Area Regional Transportation Authority,Chattanooga,TN,4001,40001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"381,112",73,DR, DO , 17 ,,0,,"91,716",,0,,0,,0,,0,,0,,0,,,0,,"528,546",,0,,0,,0,,0,,0,,,,,5.76,,,,,,,,,,,,No,,,
Lowell Regional Transit Authority,Lowell,MA,1005,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",73,DR, PT , 14 ,,0,,"47,881",,0,,0,,0,,0,,0,,0,,,0,,"398,667",,0,,0,,0,,0,,0,,,,,8.33,,,,,,,,,,,,No,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",72,CB, PT , 7 ,,"51,983",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",72,DR, PT , 52 ,,"149,620",,"25,476",,0,,0,,0,,0,,0,,0,,,"890,361",,"1,092,979",,0,,0,,0,,0,,0,,,5.95,,42.90,,,,,,,,,,,,No,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379",72,CR, PT , 50 ,,"3,632,010",,0,,0,,0,,0,,0,,0,,0,,,"1,290,188",,0,,0,,0,,0,,0,,0,,,0.36,,,,,,,,,,,,,,No,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379",72,MB, PT , 22 ,,"185,588",,0,,0,,0,,0,,0,,0,,0,,,"950,440",,0,,0,,0,,0,,0,,0,,,5.12,,,,,,,,,,,,,,No,,,
County of Maui,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934",72,MB, PT , 13 ,,"271,606",,"25,385",,0,,0,,0,,0,,0,,0,,,"1,030,517",,"144,240",,0,,0,,0,,0,,0,,,3.79,,5.68,,,,,,,,,,,,No,,,
Gold Coast Transit District,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260",71,MB, DO , 47 ,,0,,0,,0,,"1,016,550",,0,,0,,0,,0,,,0,,0,,0,,"2,312,697",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",71,DR, DO , 39 ,,0,,"136,540",,0,,0,,0,,0,,0,,0,,,0,,"1,115,903",,0,,0,,0,,0,,0,,,,,8.17,,,,,,,,,,,,No,,,
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024",71,MB, DO , 38 ,,"503,402",,"8,933",,0,,0,,0,,0,,0,,0,,,"2,250,306",,"35,766",,0,,0,,0,,0,,0,,,4.47,,4.00,,,,,,,,,,,,No,,,
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024",71,DR, DO , 33 ,,0,,"210,081",,0,,0,,0,,0,,0,,0,,,0,,"1,399,626",,0,,0,,0,,0,,0,,,,,6.66,,,,,,,,,,,,No,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502",71,MB, DO , 32 ,,"269,548",,0,,0,,"10,416",,0,,0,,0,,0,,,"588,478",,0,,0,,"65,468",,0,,0,,0,,,2.18,,,,,,,,,,,,,,No,,,
Gold Coast Transit District,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260",71,DR, PT , 24 ,,0,,"4,437",,0,,"124,120",,0,,0,,0,,0,,,0,,"53,029",,0,,"801,122",,0,,0,,0,,,,,11.95,,,,,,,,,,,,No,,,
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter,"217,630",70,MB, DO , 9 ,,"108,071",,"1,939",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359",70,CB, DO , 9 ,,0,,"25,626",,0,,0,,0,,0,,0,,0,,,0,,"16,187",,0,,0,,0,,0,,0,,,,,0.63,,,,,,,,,,,,No,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",70,CR, DO , 70 ,,0,,0,,0,,0,,0,,0,,"20,758,500",,0,,,0,,0,,0,,0,,0,,"3,992,581",,0,,,,,,,,,,,,,0.19,,,,No,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359",70,DR, DO , 61 ,,0,,"226,097",,0,,0,,0,,0,,0,,0,,,0,,"1,848,982",,0,,0,,0,,0,,0,,,,,8.18,,,,,,,,,,,,No,,,
